Word,Language,Example
eaux-de-vie,FRA,On a découvert que les eaux-de-vie n'avaient pas les mêmes arômes selon leur implantation.
eaux-de-vie,FRA,"«Les consommateurs ont plus l'habitude de l'alcool de grain, alors que les eaux-de-vie de vin sont extrêmement méconnues."
eaux-de-vie,FRA,"Début novembre, les usagers de la rive droite de la cité des eaux-de-vie avaient découvert sur la porte de leur bureau postal favori qu'il serait désormais fermé les lundis, en plus des samedis."
eaux-de-vie,FRA,"Si Sa Majesté pénétrée enfin de la souffrance de ses sujets prenait une bonne fois résolution d'y mettre fin et d'améliorer leur condition, en rendant l'imposition de ses revenus légale et proportionnée aux forces de chacun ; c'est-à-dire en imposant sur tous les fonds de terre par rapport à leur revenu : sur les arts et métiers, par rapport à leur gain ; sur les villes par rapport au louage des maisons, sur le bétail par rapport à son revenu ; sur le vin des cabarets ; les tabacs ; les eaux-de-vie ; le thé ; le café ; le chocolat ; le papier timbré ; et sur le sel qu'il faudrait mettre à un plus bas prix, et le rendre marchand ; plus, sur les douanes qu'il faudrait aussi ôter de dedans du royaume, les reléguer sur la frontière et les beaucoup modérer ; sur les bois, les eaux, les vieux domaines ; sur les gages et pensions d'un chacun et enfin sur tout ce qui porte revenu et fait profit, sans exception de bien ni de personne, le tout précédé d'une très exacte et fidèle recherche et de toutes les connaissances nécessaires, fixant lesdites impositions sur le pied du vingtième des revenus de toutes espèces."
eaux-de-vie,FRA,Les prix de certaines eaux-de-vie ont presque doublé en un an.
eaux-de-vie,FRA,"Ils sont un peu plus d’une vingtaine à venir chaque année de Charente et d’ailleurs tenter de décrocher le diplôme (un master en droit, gestion et commerce des eaux-de-vie et boissons spiritueuses) qui peut être couplé avec un master professionnel en commerce international."
eaux-de-vie,FRA,"Une sortie parfaite pour les touristes qui cherchent à découvrir le cognac auprès d'un professionnel, ou encore pour les Charentais qui souhaitent apprendre à décrypter les eaux-de-vie."
effacements,FRA,"En effet, la loi du 10 février 2000 ne prévoit nullement le principe selon lequel l’appréciation économique d’une offre d’ajustement puisse porter sur ses effets indirects sur la collectivité dans son ensemble – comme la CRE a tenté de le démontrer - et que, dès lors, il appartient à l’opérateur des effacements diffus de rémunérer les fournisseurs du prix de l’énergie injectée mais non consommée par les clients ayant accepté de tels effacements."
effacements,FRA,"La délibération censurée par le Conseil d’Etat en ce qui concerne la fixation du principe de rémunération à la charge de l’opérateur des effacements diffus, s’inscrit clairement dans la première catégorie."
effacements,FRA,"Une première décision en date du 5 décembre 2007 relative aux règles transitoires de mise en œuvre des effacements diffus dont l’objet était d’inviter les acteurs du marché à procéder à une concertation sur les éventuelles modalités d’intégration des effacements diffus dans le mécanisme d’ajustement, laquelle concertation devant déboucher sur une expérimentation."
effacements,FRA,"Une deuxième décision en date du 18 juin 2009 portant approbation de la prolongation des règles transitoires de mise en œuvre de l’expérimentation relative aux ajustements diffus et enfin, une troisième décision en date du 9 juillet 2009 dont l’intitulé exact est le suivant : Délibération de la Commission de régulation de l’énergie portant communication sur l’intégration des effacements diffus au sein du mécanisme d’ajustement."
effacements,FRA,"D’autre part, la CRE a considéré qu’en tout état de cause, il lui appartenait dans le silence de la loi d’expliciter l’économie générale de l’article 15 de la loi du 10 février 2000 et d’indiquer la manière dont la rémunération des opérateurs d’effacements pouvait être prise en compte dans le mécanisme d’ajustement."
effacements,FRA,La décision du Conseil d’Etat n’est pas de nature à faire plaisir également aux fournisseurs qui avaient tout intérêt à ce que le principe de rémunération par l’opérateur des effacements diffus soit maintenu.
effacements,FRA,"Cette garantie d'Etat ne porte que sur le risque dit juridique, c'est-à-dire sur les possibilités de pertes dues à des décisions de justice défavorables à Dexia, qui entraîneraient des effacements de créances."
effacements,FRA,La CRE a également fixé de manière obligatoire le principe selon lequel il appartient à l’opérateur d’effacement diffus de rémunérer les fournisseurs dont les clients ont fait l’objet d’effacements et ont donc réduit leur consommation d’électricité.
effacements,FRA,"- Concernant la nature de la délibération, la Conseil d’Etat a estimé que la mention selon laquelle il appartenait à l’opérateur des effacements diffus de rémunérer les fournisseurs, revêt un caractère décisoire et non interprétatif."
effacements,FRA,"- étudier d’autres dispositifs permettant la valorisation des effacements diffus en dehors du mécanisme d’ajustement », etc."
effacements,FRA,"Hormis la clarification apportée quant au dispositif des effacements diffus, cette décision est également importante en ce qu’elle peut constituer un signal pour que les autorités de régulation harmonisent la pratique des actes qu’elles adoptent."
effacements,FRA,"Et je ne peux m’empêcher de me demander si les nouveaux emprunts qu’Ellen Sirleaf envisage, avec leurs généreux reports de paiement, ne déboucheront pas sur une nouvelle série de remboursements impossibles à honorer, une nouvelle série d’effacements de créances à rechercher auprès des grandes puissances, une nouvelle confirmation de la mauvaise gestion du Liberia – et de l’Afrique – et de sa déprimante dépendance envers la charité internationale."
effaceraient,FRA,"En cas de victoire au Luxembourg, ils effaceraient le faux-pas du premier match perdu 1-0 contre le Belarus, le 3 septembre dernier au Stade de France."
effarouchement,FRA,"« C’est la seconde fois cette année que mon troupeau subit des attaques, et il est protégé selon les recommandations de la préfecture avec parc électrifié et système d’effarouchement."
effarouchement,FRA,"Mais avant de tuer un loup par un tir de prélèvement, la convention impose deux conditions simultanées : la mise en œuvre des mesures de prévention et une déclaration de mesures d’effarouchement par un tir de défense qui vise à effrayer le loup en lui infligeant une petite douleur."
effarouchement,FRA,"Le déplacement prendra au minimum 5 heures auxquelles il faudra ajouter 2 heures de préparation avant sa destruction (immersion à -15 mètres, installation de la charge de destruction, effarouchement des mammifères marins, etc.)."
effarouchement,FRA,Un effarouchement qui devrait avoir lieu de nuit.
effarouchement,FRA,"Il pourra mettre en place des mesures de protection et d’effarouchement plus adéquates (filets électrifiés et électrificateur pour parcage de nuit, dispositif sonore et lumineux, financement d’un aide berger)."
effarouchés,FRA,"«C'est le chœur des effarouchés sur un ragot», a ironisé de son côté le député PS Jean-Christophe Cambadélis."
effarouchés,FRA,"C'est le choeur des effarouchés sur un ragot, a ironisé le député PS Jean-Christophe Cambadélis."
effarouchés,FRA,"Au milieu de canards même pas effarouchés et à quelques mètres des touristes allongés dans l'herbe, ces gendarmes se sont appliqués à une tâche peu évidente malgré la faible profondeur des lieux."
effarouchés,FRA,"Dans tout ce livre il n’est pas vraiment question de jeu footballistique, donc que les rétifs du sport de gentleman joué par des brutes ne soient pas effarouchés."
effarouchés,FRA,"Quand Butch et Roxi débarquent avec leur air inoffensif et leurs petits cris effarouchés, la famille s’extasie."
effarouchés,FRA,Il regarde : les nuages effarouchés ont disparu.
effarouchés,FRA,"Les bien pensants et les effarouchés peuvent bien préetendre le contraire, les clichés sont confortables."
effarouchés,FRA,"LA JOLIE PETITE NATTY (sortie de la rue ) ATTEND UN BON ADOPTANT !! contact 01 46 54 37 71 06 86 40 59 89 amischats@aliceadsl.fr ou monique meunie via face book visible à paris 18ème sur rendez vous conditions d’adoption http://amisdeschats.unblog.fr/conditions-dadoption/ Cette belle petite puce d’environ 1 an a une histoire bien triste et pourtant banale … Elle a été recueuillie , errante , affamée et gestante … elle a été stérilisée, identifiée, testée FIV (négative) et placée en fa elle cherche sa famille définitive !! quelqu’un qui voudra bien la garder toute sa vie !! un peu timide au départ (tendance à se cacher ..) cette puce est très sociable , et très caline !!! c’est un ange !!! elle regarde la vie avec ses grands yeux “effarouchés ” mais c’est qu’en fait elle est très curieuse … elle est délicate et gracieuse .. c’est une vraie fille !! elle aime les calins, ronronne beaucoup , elle est discrète mais quand on lui ouvre ses bras et son coeur, elle sait donner beaucoup d’affection"
effarouchés,FRA,Je veux dire c'est ok mais le LT et jouer les effarouchés c'est chaud.
effarouchés,FRA,"Allez, y en a d'autres pour jouer les effarouchés ?!"
effervescentes,FRA,"Auteur compositeur interprète, Flavie Fontaine vous fait voyager au travers de ses chansonsqui sont comme des saynètes effervescentes à faire fondre sous les paupières … Avec simplicité, cette conteuse nous embarque dans son univers folk, comme si elle traversaitl’absurdité du monde avec sa guitare en bandoulière, à l’image de son « lonesome warrior ».La voix brisée par son sourire qu’elle porte comme une arme, elle se joue des codes et mêleballades où l’on se sent frôler par les fantômes de Bob Dylan, Kimya Dawson et Dolly Partonet folies musicales où sa malice et son impertinence féminines sont irrésistibles."
effervescentes,FRA,"Et au fond d'un tiroir, il me reste des boules effervescentes pour le bains que je n'ai plus pris depuis 2 ans (je vous rassure je prends des douches....)."
effeuillée,FRA,De doux rêves viennent en effeuillée
efflorescence,FRA,"Certains mots me ravissaient, pour la troublante douceur de leur suffixe qui introduisait de l’inachevé et un sourd élan du désir dans leur sens : « flavescence, efflorescence, opalescence, rubescente, arborescence, luminescence, déhiscence … » Ils désignaient un processus en train de s’accomplir, très intimement, secrètement… et j’avais forgé un mot sur ce modèle : « amourescence »."
effrayent,FRA,"Début août, les commerçants du quartier ont lancé une pétition à l'adresse du préfet et du maire pour s'indigner «des sit-ins des SDF ou d'autres personnes qui quémandent, agressent, effrayent notre clientèle sur le seuil de nos magasins»."
effrayent,FRA,"D’abord la licence puis, si tout va bien, le master, jusqu’à ces fameux concours qui m’effrayent déjà."
emballeur,FRA,"L’Institut national de recherche et de sécurité (INRS) cite un exemple: «La victime, un emballeur, se déplaçait devant une scie radiale."
embarquaient,FRA,"La gare de Pékin était en effervescence dimanche tandis qu'étudiants, commerçants et travailleurs embarquaient dans des trains bondés, les bras chargés de cadeaux ou de victuailles."
embarquaient,FRA,"«On allait aussi chercher les gens à Royan et à l’époque sur cinquante qui embarquaient, cinq ou six seulement demandaient à visiter le phare, les autres venaient pour la pêche à pied», se souvient Christine Grass."
